ADDRESSCOUNTRYCODE,ADDRESSSTATECODE,CITY,LASTUPDATEDDATE,POSTALCODE,RECAREAADDRESSID,RECAREAADDRESSTYPE,RECAREAID,RECAREASTREETADDRESS1,RECAREASTREETADDRESS2,RECAREASTREETADDRESS3
"USA","UT","Moab","2017-06-22","84532","241303","","2160","Moab Field Office","82 East Dogwood",""
"USA","UT","Moab","","84532","241311","","2145","Moab Field Office","82 East Dogwood",""
"USA","CO","Dolores","","81323","241312","","1001","Tres Rios Field Office","29211 Hwy. 184"," "
"USA","UT","Moab","","84532","241313","","1001","Moab Field Office","82 East Dogwood",""
"USA","UT","Moab","","84532","241314","","1767","Moab Field Office","82 East Dogwood",""
"USA","UT","Moab","","84548","241321","","14501","Moab Field Office","82 East Dogwood",""
"USA","NE","Funk","","68940","247091","","1576","73746 V Rd","PO Box 8",""
"USA","WI","Ashland","","54806","256833","","4092","Northern Great Lakes Visitor Center","29270 County Hwy. G",""
"USA","WV","Williamstown","","26187","264126","","1543","3982 Waverly Road","",""
"USA","NM","","","","277768","","13712","","",""
"USA","CA","Imperial Beach","","91932","293414","","1643","301 Caspian Way","",""
"USA","CA","Seal Beach","","90740","298127","","1605","800 Seal Beach Blvd","Bldg 226",""
"USA","CA","Chula Vista","","91910","298128","","1595","1080 Gunpowder Point Dr","",""
"USA","CA","Jamul","","91935","298130","","1632","14715 Highway 94/PO Box 746","",""
"USA","AZ","","","84790","316532","","3111","Arizona Strip Field Office","345 East Riverside Drive",""
"USA","GA","Folkston","","31537-7906","320874","","1544","2700 Suwannee Canal Road","",""
"USA","OR","Newport","2017-07-06","97365","322735","","1851","750 NW Lighthouse Drive","",""
"USA","NV","Fallon","","89406","327786","","1623","1020 New River Parkway","Suite 305",""
"USA","ID","Challis","2017-06-21","83226","346146","","1755","Challis Field Office","721 East Main St Suite 8",""
"USA","ID","Shoshone","","83352-1522","346147","","3115","Shoshone Field Office ","400 West F Street",""
"USA","NV","Winnemucca","2017-06-22","89445","349898","","1816","BLM Winnemucca District Office","5100 East Winnemucca Blvd.",""
"USA","MD","","","","361055","","13569","","",""
"USA","AK","Homer","","99603","375008","","1258","95 Sterling Highway, Suite 1","",""
"USA","CO","Alamosa","","81101","375010","","1257","9383 El Rancho Lane","",""
"USA","TX","Anahuac","","77514","375016","","1262","4017 FM 563  ","",""
"USA","NC","Manteo","","27954","412324","","1260","708 N Hwy 64","",""
"USA","AK","Bethel","","99559","417823","","12785","807 Chief Eddie Hoffman Highway","",""
"USA","OR","Jefferson","","97352","417824","","3995","2301 Wintel Rd","",""
"USA","FL","Vero Beach","","32963","417829","","1273","4055 Wildlife Way ","",""
"USA","CO","Walden","","80480","417830","","1272","953 Jackson County Road #32","",""
"USA","AK","Fairbanks","","99701","417832","","1274","101 12th Ave., Room 236","",""
"USA","ME","Limestone","","04750","417833","","4017","97 Refuge Road","",""
"USA","ND","Pingree","","58476","417834","","1276","7780 10th St. SE","",""
"USA","FL","Boynton Beach","","33437","417835","","1278","10216 Lee Road","",""
"USA","ND","Pingree","","58476","417836","","1277","7745 11th Street SE","",""
"USA","NV","Amargosa Valley","","89020","417837","","1279","610 Spring Meadows Rd","",""
"USA","ND","Coleharbor","","58531","417842","","1282","3275 11th St. NW","",""
"USA","GA","Folkston","","31637","418472","","1288","2700 Suwannee Canal Rd ","",""
"USA","AK","King Salmon","","99613","418476","","12786","4 Bear Road","P.O. Box 277",""
"USA","AK","Homer","","99603","418477","","12787","95 Sterling Highway # 1","",""
"USA","AR","Manila","","72442","418479","","12788","2274 HIGHWAY 18 ","",""
"USA","UT","Moab","2017-06-21","84548","418480","","14500","Moab Field Office","82 East Dogwood",""
"USA","UT","Moab","","","418481","","14505","Moab Field Office","",""
"USA","NM","Las Cruces","2017-06-20","88005","418482","","10050","Las Cruces District Office ","1800 Marquess Street",""
"USA","UT","Moab","","","418484","","14506","Moab Field Office","",""
"USA","UT","Moab","","84545","418485","","14498","Moab Field Office","82 East Dogwood",""
"USA","UT","Moab","","84549","418488","","14502","Moab Field Office","82 E Dogwood",""
"USA","UT","Moab","2018-02-27","84532","418489","","1254","Moab Field Office","82 Dogwood Ave.",""
"USA","UT","Moab","","84532","418490","","1254","Moab Field Office","82 East Dogwood",""
"USA","UT","Moab","","84546","418492","","14499","Moab Field Office","82 East Dogwood",""
"USA","UT","Moab","","84543","418493","","14496","Moab Field Office","82 East Dogwood",""
"USA","UT","Moab","","84544","418494","","14497","Moab Field Office","82 East Dogwood",""
"USA","UT","Moab","","","418495","","14503","Moab Field Office","",""
"USA","AK","Homer","","99603","419761","","12784","95 Sterling Highway # 1","",""
"USA","GA","Hardeeville","","","419762","","12789","694 Beech Hill Lane","",""
"USA","AK","Homer","","","419764","","12790","95 Sterling Highway # 1","",""
"USA","LA","Franklin","","70538","419765","","4016","1725 Willow Street","",""
"USA","UT","Moab","","","419766","","14504","Moab Field Office","",""
"USA","NJ","Galloway","","","420507","","12793","800 Great Creek Road","",""
"USA","MT","Lewistown","","59457","420524","","1652","Airport Road			","",""
"USA","SC","","","","420526","","12795","","",""
"USA","FL","Chiefland","","32626","421917","","12796","16450 NW 31st Place","",""
"USA","AK","Homer","","99603","421921","","12797","95 Sterling Highway # 1","",""
"USA","ND","Woodworth","","58496","421924","","12798","5924 19th St SE","",""
"USA","FL","Crystal River","","34429","422549","","12799","1502 S.E. Kings Bay Drive","",""
"USA","IL","Marion","","62959","422550","","12800","8588 Route 148","",""
"USA","FL","Big Pine Key","","33043","422551","","12801","28950 Watson Blvd.","",""
"USA","AK","Homer","","99603","422553","","12802","95 Sterling Highway # 1","",""
"USA","NE","Valentine","","69201","422554","","12803","39983 Refuge Road","",""
"USA","NJ","Basking Ridge","","07920","422559","","12804","32 Pleasant Plains Road","",""
"USA","CA","Needles","","92363","422560","","12805","317 Mesquite Avenue","",""
"USA","MN","Middle River","","56737","422561","","12783","22996 290th Street NE","",""
"USA","MI","Seney","","49883","423325","","12807","1674 Refuge Entrance Rd.","",""
"USA","AK","Homer","","99603","423328","","12806","95 Sterling Highway # 1","",""
"USA","AK","Galena","","99741-0287","423817","","12808","101 Front Street","",""
"USA","FL","Sanibel","","33957","423818","","12809","1 Wildlife Drive","",""
"USA","AK","Cold Bay","","99571-0127","423820","","12810","P.O. Box 127 MS 515","",""
"USA","FL","Sanibel","","33957","423829","","12780","1 Wildlife Drive","",""
"USA","AK","Soldotna","","99669-2139","423830","","12811","Ski Hill Rd.","",""
"USA","AZ","Yuma","","85365","423845","","12812","Visitor Center and Headquarters","9300 East 28th Street",""
"USA","AK","Galena","","99741-0287","423853","","12813","101 Front Street","P.O. Box 287 MS 525",""
"USA","LA","Bell City","","70630","423855","","12814","1428 Highway 27 ","",""
"USA","FL","DeLeon Springs","","32130","423856","","12815","2045 Mud Lake Road","",""
"USA","ND","Kenmare","","58746","423858","","12816","8315 Highway 8","",""
"USA","OR","Klamath Falls","","97603","426218","","2036","Klamath Basin Area Office","6600 Washburn Way",""
"USA","MT","Billings","","59101","426220","","1798","Bureau of Reclamation","Great Plains Region","316 North 26th Street"
"USA","OK","Sulphur","","73086","426226","","1130","Chickasaw National Recreation Area","P.O. Box 201",""
"USA","NE","Farwell","","68838","426227","","1799","Loup Basin Reclamation District","P.O. Box 137",""
"USA","CO","Idalia","","80735-9674","426237","","48","Bonny Lake State Park","CO Div. of Parks & Outdoor Recreation","30010 County Road 3"
"USA","MT","Medicine Lake","","59247","426383","","12817","223 North Shore Road","",""
"USA","MI","Seney","","49883","426872","","12818"," 1674 Refuge Entrance Road","",""
"USA","MO","Puxico","","","426873","","12819","24279 State Highway 51","",""
"USA","AK","Fairbanks","","99701","426875","","12820","101 12th Ave., Room 236","",""
"USA","MA","Chatham","","02633","426876","","12821","30 Wikis way","",""
"USA","MS","Brooksville","","39739","427504","","1542","224 Office Road","",""
"USA","ME","Baring","","04694","427505","","12822","103 Headquarters Road","",""
"USA","ME","Baring","","04694","427506","","12823","103 Headquarters Road","",""
"USA","CO","Leadville","","80461","427507","","12824","Leadville National Fish Hatchery 2846 Highway 300 ","",""
"USA","AK","Bethel","","99559","427508","","12825","807 Chief Eddie Hoffman Highway PO Box 346 ","",""
"USA","GA","Folkston","","31537","427509","","12826","2700 Suwannee Canal Road ","",""
"USA","TX","Edna","","77957","428148","","1170","Lake Texana State Park","P.O. Box 760",""
"USA","OR","Bend","","97702","428167","","1143","Deschutes National Forest","1001 SW Emkay Drive ",""
"USA","ID","Lewiston","","83501","428792","","113","Lewiston Orchards Irrigation District","1520 Powers Avenue",""
"USA","CA","Los Banos","","93635","428798","","22","California Department of Fish and Game","18110 W. Henry Miller Ave.",""
"USA","ID","Burley","","83318","428799","","116","1359 Hansen Avenue","",""
"USA","ND","Harvey","","58341-9112","428800","","4138","Lonetree WMA, ND Game and Fish Department","","1851  23rd Avenue, NE"
"USA","CA","Gustine","","95322","428801","","23","State of California","Department of Parks and Recreation","31426 Gustine Road"
"USA","UT","Provo","","84606-7317","428802","","1191","Provo Area Office","302 East 1860 South",""
"USA","KS","Weber","","66970","428803","","127","KS Dept.  Wildlife & Parks","Lovewell Area Office, State Park & Wildlife Area","RR 1, Box 66A"
"USA","ID","McCall","","83638","428804","","117","Payette National Forest","800 West Lakeside Ave",""
"USA","CO","Estes Park","","80517","428805","","88","Estes Valley Recreation and Park District","2120 Marys Lake Rd",""
"USA","OK","Atoka","","74525","428806","","1134","McGee Creek State Park","576-A S McGee Creek Dam Rd",""
"USA","WA","Burbank","","99323","428807","","1152","Mid-Columbia River NWRC","64 Maple Street",""
"USA","NE","Valentine","","69201-1904","428808","","80","Nebraska Game and Parks Commission","420 East First Street.",""
"USA","CA","Friant","","93626","428809","","24","State of California","Department of Parks and Recreation","5290 Millerton Road"
"USA","ID","Boise","","83702","428810","","118","Snake River Area Office","230 Collins Road",""
"USA","NM","Albuquerque","","87102-2162","428811","","136","Albuquerque Area Office","505 Marquette NW","Suite 1313"
"USA","CO","Arboles","","81121-1697","428812","","95","Colorado State Park","P.O. Box 1697",""
"USA","NM","Navajo Dam","","87419","428813","","137","Park Superintendent","1448 NM 511 #1",""
"USA","MT","Billings","","59522","428814","","69","Bureau of Reclamation","Marias / Milk Rivers Division Office","P. O. Box 220"
"USA","CA","Sonora","","95370","428815","","25","New Melones Recreation Office","6850 Studhorse Flat Rd.",""
"USA","WY","Cody","","82414","428816","","1991","Wyoming Game and Fish Department","2820 State 120",""
"USA","UT","Provo","","84606-7317","428817","","1193","Bureau of Reclamation","Provo Area Office","302 East 1860 South"
"USA","CA","Rancho Cordova","","95670","428818","","26","California Department of Fish and Game","1701 Nimbus Road",""
"USA","WY","Mills","","82644","428819","","1245","Wyoming Area Office","P.O. Box 1630",""
"USA","OR","Prineville","","97754","428820","","1153","Oregon State Parks","91677 Parkland Dr.",""
"USA","CA","Gustine","","95322","428821","","37","State of California","Department of Parks and Recreation","31426 Gustine Road"
"USA","OR","Salem","","97301","428822","","1154","Oregon State Parks & Recreation Department","725 Summer Street NE","Suite C"
"USA","SD","Rapid City","","57702","428823","","1167","U.S. Forest Service","Black Hills National Forest","803 Soo San Dr."
"USA","ID","Idaho Falls","","83401","428824","","1250","Caribou-Targhee National Forest","Palisades Rangers District","3659 E Ririe Highway"
"USA","CO","Crawford","","81415","428826","","57","Paonia State Park","P.O. Box 147",""
"USA","WY","Mills","","82644","428827","","1246","Natrona County Roads, Bridges, and Parks Department","538 SW Wyoming Blvd.","P.O. Box 848"
"USA","NM","Albuquerque","","87102-2162","428828","","1998","Albuquerque Area Office","505 Marquette NW,","Suite 1313"
"USA","OR","Baker City","","97814","428829","","1155","Wallowa-Whitman National Forest","P.O. Box 907 / 1550 Dewey Avenue",""
"USA","WY","Pavillion","","82523","428830","","1247","Wyoming Game and Fish Department","2055 Missouri Valley Rd.",""
"USA","CO","Loveland","","80537","428838","","89","Larimer County Parks Department","1800 S. County Rd. 31",""
"USA","MT","Helena","","59620","428839","","70","Montana Dept. of Fish, Wildlife and Parks","P.O. Box 200701",""
"USA","WA","Moses Lake","","98837","428840","","1222","Washington Department of Fish & Wildlife","Columbia Basin Wildlife Area","6653 Road K NE"
"USA","OR","Salem","","97301 ","428841","","1156","Oregon Parks and Recreation Department","725 Summer Street NE, Suite C",""
"USA","CO","Pueblo","","81005","428844","","90","Lake Pueblo State Park","Colorado Division of Parks and Outdoor Recreation","640 Pueblo Reservoir Rd."
"USA","WA","Moses Lake","","98837","428846","","1223","Washington Department of Fish & Wildlife","Columbia Basin Wildlife Area","6653 Road K NE"
"USA","WY","Cody","","82644","428847","","1248","Wyoming Area Office","P.O. Box 1630",""
"USA","CA","Sacramento","","95825","428848","","39","Mid-Pacific Region","2800 Cottage Way","Federal Office Building"
"USA","UT","Vernal","","84078-7801","428849","","1195","Red Fleet State Park","8750 North Highway 191",""
"USA","ID","Lewiston","","83501","428850","","119","Lewiston Orchards Irrigation District","1520 Powers Avenue",""
"USA","CO","Ridgway","","81432","428851","","59","Ridgway State Park","28555 Highway 550",""
"USA","CO","Rifle","","81650","428852","","60","Rifle Gap State Park","50 Colorado Road 319",""
"USA","WA","Naches","","98937","428853","","1224","Wenatchee National Forest","10237 U.S. Highway 12",""
"USA","UT","Peoa","","84061-9702","428855","","1196","Rockport State Park","9040 North Highway 302",""
